collector,count,count21,count20,percent_total,percent_total21,percent_total20,dollar_amount,dollar_amount21,dollar_amount20,dollar_percent_total,dollar_percent_total21,dollar_percent_total20,percent_with_representation,percent_with_representation21,percent_with_representation20,percent_default_judgement,percent_default_judgement21,percent_default_judgement20,percent_case_completed,percent_case_completed21,percent_case_completed20
velocity investments llc,50,5,45,0.6%,0.3%,0.7%,0,0,0,0%,0%,0%,18.0%,20.0%,17.8%,18.0%,20.0%,17.8%,96.0%,60.0%,100.0%
signature medical group inc,50,6,44,0.6%,0.3%,0.7%,0,0,0,0%,0%,0%,4.0%,0.0%,4.5%,26.0%,50.0%,22.7%,98.0%,100.0%,97.7%
mm finance llc,49,11,38,0.6%,0.6%,0.6%,0,0,0,0%,0%,0%,8.2%,9.1%,7.9%,53.1%,72.7%,47.4%,95.9%,100.0%,94.7%
one main financial group llc,46,0,46,0.5%,0.0%,0.7%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,41.3%,0%,41.3%,93.5%,0%,93.5%
jpmorgan chase bank na,42,36,6,0.5%,1.9%,0.1%,0,0,0,0%,0%,0%,11.9%,11.1%,16.7%,38.1%,33.3%,66.7%,69.0%,69.4%,66.7%
st. luke's hospital,39,2,37,0.5%,0.1%,0.6%,0,0,0,0%,0%,0%,7.7%,0.0%,8.1%,38.5%,0.0%,40.5%,97.4%,100.0%,97.3%
cvi sgp-co acquisition trust,38,24,14,0.4%,1.3%,0.2%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,21.1%,8.3%,42.9%,94.7%,91.7%,100.0%
credit corp solutions inc,34,1,33,0.4%,0.1%,0.5%,0,0,0,0%,0%,0%,5.9%,0.0%,6.1%,47.1%,0.0%,48.5%,97.1%,0.0%,100.0%
cvi sgp acquisition trust,31,16,15,0.4%,0.8%,0.2%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,32.3%,12.5%,53.3%,93.5%,87.5%,100.0%
crown asset management llc,31,10,21,0.4%,0.5%,0.3%,0,0,0,0%,0%,0%,22.6%,0.0%,33.3%,45.2%,60.0%,38.1%,93.5%,90.0%,95.2%
barclays bank delaware,29,0,29,0.3%,0.0%,0.4%,0,0,0,0%,0%,0%,6.9%,0%,6.9%,17.2%,0%,17.2%,100.0%,0%,100.0%
td bank usa na (target),26,26,0,0.3%,1.4%,0.0%,0,0,0,0%,0%,0%,7.7%,7.7%,0%,38.5%,38.5%,0%,84.6%,84.6%,0%
second round sub llc,25,1,24,0.3%,0.1%,0.4%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,32.0%,100.0%,29.2%,100.0%,100.0%,100.0%
department stores national bank,24,4,20,0.3%,0.2%,0.3%,0,0,0,0%,0%,0%,33.3%,25.0%,35.0%,25.0%,0.0%,30.0%,95.8%,100.0%,95.0%
consumer collection management inc,22,1,21,0.3%,0.1%,0.3%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,45.5%,100.0%,42.9%,100.0%,100.0%,100.0%
washington university physicians network,21,0,21,0.2%,0.0%,0.3%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,47.6%,0%,47.6%,100.0%,0%,100.0%
cach llc,20,2,18,0.2%,0.1%,0.3%,0,0,0,0%,0%,0%,30.0%,0.0%,33.3%,25.0%,50.0%,22.2%,100.0%,100.0%,100.0%
st louis university d/b/a slucare,19,0,19,0.2%,0.0%,0.3%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,26.3%,0%,26.3%,94.7%,0%,94.7%
little hills healthcare llc,19,4,15,0.2%,0.2%,0.2%,0,0,0,0%,0%,0%,10.5%,25.0%,6.7%,57.9%,50.0%,60.0%,89.5%,50.0%,100.0%
msd,19,2,17,0.2%,0.1%,0.3%,0,0,0,0%,0%,0%,5.3%,0.0%,5.9%,36.8%,100.0%,29.4%,100.0%,100.0%,100.0%
wcp laboratories inc,18,0,18,0.2%,0.0%,0.3%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,38.9%,0%,38.9%,88.9%,0%,88.9%
ncb management services inc,18,5,13,0.2%,0.3%,0.2%,0,0,0,0%,0%,0%,11.1%,0.0%,15.4%,61.1%,40.0%,69.2%,100.0%,100.0%,100.0%
sound health services p.c.,17,2,15,0.2%,0.1%,0.2%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,29.4%,50.0%,26.7%,100.0%,100.0%,100.0%
second round lp,16,0,16,0.2%,0.0%,0.2%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,25.0%,0%,25.0%,100.0%,0%,100.0%
four seasons lakesites poa inc,16,2,14,0.2%,0.1%,0.2%,0,0,0,0%,0%,0%,6.3%,0.0%,7.1%,37.5%,50.0%,35.7%,100.0%,100.0%,100.0%
deca realty co.,15,0,15,0.2%,0.0%,0.2%,0,0,0,0%,0%,0%,6.7%,0%,6.7%,20.0%,0%,20.0%,66.7%,0%,66.7%
together credit union,14,4,10,0.2%,0.2%,0.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,35.7%,25.0%,40.0%,100.0%,100.0%,100.0%
security credit services llc,13,3,10,0.2%,0.2%,0.1%,0,0,0,0%,0%,0%,7.7%,33.3%,0.0%,38.5%,33.3%,40.0%,92.3%,66.7%,100.0%
provider plus inc,12,5,7,0.1%,0.3%,0.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,41.7%,60.0%,28.6%,100.0%,100.0%,100.0%
first bank,12,3,9,0.1%,0.2%,0.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,16.7%,0.0%,22.2%,91.7%,66.7%,100.0%
commerce bank,12,0,12,0.1%,0.0%,0.2%,0,0,0,0%,0%,0%,33.3%,0%,33.3%,25.0%,0%,25.0%,91.7%,0%,91.7%
housing authority of stl county,11,11,0,0.1%,0.6%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,81.8%,81.8%,0%,100.0%,100.0%,0%
first bank a missouri state bank,10,0,10,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
uhg i llc,9,0,9,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,22.2%,0%,22.2%,11.1%,0%,11.1%,100.0%,0%,100.0%
orthopedic associates llc,9,1,8,0.1%,0.1%,0.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,44.4%,100.0%,37.5%,88.9%,100.0%,87.5%
vintage landing condominium poa inc,9,0,9,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
velocity invemstments llc,9,0,9,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,55.6%,0%,55.6%,100.0%,0%,100.0%
st.louis university,8,0,8,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,37.5%,0%,37.5%,100.0%,0%,100.0%
st lukes hospital,8,0,8,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,12.5%,0%,12.5%,25.0%,0%,25.0%,100.0%,0%,100.0%
archerfield funding llc,8,2,6,0.1%,0.1%,0.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,25.0%,0.0%,33.3%,87.5%,50.0%,100.0%
credit corp solutions,8,0,8,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,12.5%,0%,12.5%,25.0%,0%,25.0%,100.0%,0%,100.0%
amg inc,7,0,7,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,71.4%,0%,71.4%,100.0%,0%,100.0%
cash link llc,7,0,7,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,71.4%,0%,71.4%,100.0%,0%,100.0%
pleasant hollow homeowners association a missouri not-for-p,7,6,1,0.1%,0.3%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,42.9%,33.3%,100.0%,100.0%,100.0%,100.0%
u.s. bank national association,7,2,5,0.1%,0.1%,0.1%,0,0,0,0%,0%,0%,14.3%,50.0%,0.0%,14.3%,0.0%,20.0%,57.1%,0.0%,80.0%
jh cx liquidating trust,7,5,2,0.1%,0.3%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,71.4%,60.0%,100.0%
capital one bank usa na,6,0,6,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,16.7%,0%,16.7%,83.3%,0%,83.3%
baumann property company inc,6,1,5,0.1%,0.1%,0.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,50.0%,0.0%,60.0%,83.3%,0.0%,100.0%
hutchens and stygar group llc,6,1,5,0.1%,0.1%,0.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,50.0%,0.0%,60.0%,100.0%,100.0%,100.0%
1st financial bank usa,6,1,5,0.1%,0.1%,0.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,50.0%,0.0%,60.0%,83.3%,100.0%,80.0%
velocity invesements llc,6,0,6,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,16.7%,0%,16.7%,50.0%,0%,50.0%,100.0%,0%,100.0%
stonehaven apartments,5,0,5,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,40.0%,0%,40.0%,40.0%,0%,40.0%,100.0%,0%,100.0%
the smile company dental care llc,5,1,4,0.1%,0.1%,0.1%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,60.0%,100.0%,50.0%,100.0%,100.0%,100.0%
cavalry spv i llc petitioner,5,0,5,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,40.0%,0%,40.0%,100.0%,0%,100.0%
creve coeur endodontics,5,0,5,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,80.0%,0%,80.0%,100.0%,0%,100.0%
the enclaves at alexandria place hoa,5,0,5,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
msw capital llc,5,2,3,0.1%,0.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,20.0%,0.0%,33.3%,100.0%,100.0%,100.0%
mcclain chiropractic inc a missouri corporation,5,0,5,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,40.0%,0%,40.0%,100.0%,0%,100.0%
pyod llc,5,3,2,0.1%,0.2%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,40.0%,33.3%,50.0%,100.0%,100.0%,100.0%
enclave at richmond place petitioner,5,0,5,0.1%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,40.0%,0%,40.0%,100.0%,0%,100.0%
jh met subsidiary b liquidating trust,5,4,1,0.1%,0.2%,0.0%,0,0,0,0%,0%,0%,20.0%,0.0%,100.0%,40.0%,50.0%,0.0%,60.0%,75.0%,0.0%
first portfolio ventures i llc,4,1,3,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,25.0%,0.0%,33.3%,75.0%,0.0%,100.0%
poplar bluff regional medical center llc,4,0,4,0.0%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
mills west pointe 1 llc,4,0,4,0.0%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
cks prime investments llc,4,0,4,0.0%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
madison medical center,4,0,4,0.0%,0.0%,0.1%,0,0,0,0%,0%,0%,25.0%,0%,25.0%,75.0%,0%,75.0%,100.0%,0%,100.0%
rectal diagnostic and treatment center inc,4,0,4,0.0%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
the orthopedic center of st louis llc,4,0,4,0.0%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,75.0%,0%,75.0%
summit heights hoa petitioner,4,0,4,0.0%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,25.0%,0%,25.0%,100.0%,0%,100.0%
four seasons lakesites poa,4,0,4,0.0%,0.0%,0.1%,0,0,0,0%,0%,0%,25.0%,0%,25.0%,75.0%,0%,75.0%,100.0%,0%,100.0%
amg inc d/b/a esse health,4,0,4,0.0%,0.0%,0.1%,0,0,0,0%,0%,0%,25.0%,0%,25.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
enclave at richmond place,4,0,4,0.0%,0.0%,0.1%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
dotec corp.,3,0,3,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,33.3%,0%,33.3%,100.0%,0%,100.0%
citibank na.,3,0,3,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
hs financial group llc,3,0,3,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
cross creek multifamily apartments lp,3,0,3,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,33.3%,0%,33.3%,100.0%,0%,100.0%
moberly hospital company llc,3,0,3,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
battlefield green apartments llc,3,1,2,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,33.3%,0.0%,50.0%,33.3%,100.0%,0.0%,66.7%,100.0%,50.0%
goralnik realty company llc,3,0,3,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,33.3%,0%,33.3%,100.0%,0%,100.0%
missouri employers mutual insurance company,3,0,3,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,33.3%,0%,33.3%,100.0%,0%,100.0%
paddock lake condominium association,3,0,3,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,66.7%,0%,66.7%,100.0%,0%,100.0%
consumer collection management inc as assignee of,3,0,3,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
webster university,3,1,2,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,33.3%,0.0%,50.0%,33.3%,0.0%,50.0%
metropolitan st louis sewer district petitioner,3,2,1,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,66.7%,50.0%,100.0%,100.0%,100.0%,100.0%
turken & porzenski llc,3,0,3,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,66.7%,0%,66.7%,100.0%,0%,100.0%
lvnv funding,3,0,3,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,33.3%,0%,33.3%,100.0%,0%,100.0%
jhpde finance i llc,3,0,3,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,66.7%,0%,66.7%,100.0%,0%,100.0%
tbf financial llc,3,1,2,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,33.3%,0.0%,50.0%,33.3%,0.0%,50.0%,33.3%,0.0%,50.0%
persolve recoveries llc,3,0,3,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
summit heights hoa,3,3,0,0.0%,0.2%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
professional & business collections llc,2,1,1,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
blusky restoration contractors,2,1,1,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,50.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%
4sh hathaway village llc,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
hazelwood forest apartments,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
american multispecialty group inc d/b/a esse health,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
consumer collection management as assignee of slu,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
ugh i llc,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
pedano o'shea mcgavic & hogenmiller llc,2,1,1,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
commerce bank a mo banking corp,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,50.0%,0%,50.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
cdl training service of mo llc,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
gateway family dentistry llc a limited liability company,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
old dominion freight line inc,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,50.0%,0%,50.0%,50.0%,0%,50.0%,50.0%,0%,50.0%
battlefield green apartments llc dba the pavilion apartments,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
lakewood apartments l.p.,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
crossroads college preparatory school,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
tillman law firm,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
borden james,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
borden carrie,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,50.0%,0%,50.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
j&m enterprises inc,2,1,1,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,50.0%,100.0%,0.0%,100.0%,100.0%,100.0%
law offices of susan l. ward llc,2,1,1,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
st louis county endodontics ltd,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,50.0%,0%,50.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
midland credit mgt,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
heritage heights hoa petitioner,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
cypress station condominium assn petitioner,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,50.0%,0%,50.0%,0.0%,0%,0.0%,50.0%,0%,50.0%
manors at hurstborough petitioner,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
cks prime investments,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
deca realty co,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
gammas shield shade tree inc,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
surgery center partners llc,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
deca realty company inc,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,50.0%,0%,50.0%,100.0%,0%,100.0%
blusky restoration contractors llc fka united services,2,2,0,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,50.0%,50.0%,0%,100.0%,100.0%,0%,100.0%,100.0%,0%
centrec care inc,2,2,0,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
national collegiate student loan trust 2007-3,2,0,2,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,50.0%,0%,50.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
premier health care llc,2,2,0,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
tony white enterprises llc,2,2,0,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,50.0%,50.0%,0%,100.0%,100.0%,0%
diversified instrument services inc,1,0,1,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
forum credit union,1,0,1,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
indiana members credit union,1,0,1,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%
washington national insurance company,1,1,0,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,100.0%,100.0%,0%
us bath group llc d/b/a mpl company,1,1,0,0.0%,0.1%,0.0%,0,0,0,0%,0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%,0.0%,0.0%,0%
the ferman law group llc,1,0,1,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
onemain financial group llc petitioner,1,0,1,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,0.0%,0%,0.0%,100.0%,0%,100.0%
the law offices of venus harry llc,1,0,1,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
gemini insurance company,1,0,1,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
physician services,1,0,1,0.0%,0.0%,0.0%,0,0,0,0%,0%,0%,0.0%,0%,0.0%,100.0%,0%,100.0%,100.0%,0%,100.0%
